Store Name,Address,State,City,Pin Code,Timings,"Coordinates(Latitude,Longitude)",Phone Number
ColorPlus,"Shop No. As-Ic, The Treasure Island, Indore",Madhya Pradesh,Indore,452001,10:00 AM TO 10:00 PM,"22.72158286,75.87855909","0731-4245843, 9009441812"
The Raymond Shop,"GR FLOOR, 4-1-218-23, ADITI KODIALBAIL, DAKSHINA KANNADA, MANGALORE-575 004, KT",Karnataka,Mangalore,575004,10:30 AM TO 8:30 PM,"12.8853029,74.8536372",-
ColorPlus,"Solar Creation Pvt Ltdshop No-18, 19, 20, 21 & 44, Ground Flr, Sarvodaya,Topiwala Buldg, Dr Ambedkar Rd Mumbai-400012",Maharashtra,Mumbai,400012,10:00 AM TO 10:00 PM,"18.9972782,72.8377469","9122-24100281, 9892844035"
The Raymond Shop,"Barni Road, Masaurhi, Patna - 804 452, Bihar",Bihar,Patna,804452,10:30 AM TO 8:30 PM,"25.3505672,85.0390504",-
ColorPlus,"20, DLF City Center, Digvi, Chandigarh - 160101",Chandigarh,Chandigarh,160101,10:00 AM TO 10:00 PM,"30.72890893,76.84548141","0172-4016751, 9914834848"
ColorPlus,"Shop No. B-207, First Floor, Mall Of India, Noida, UP-201301",Uttar Pradesh,Noida,201301,10:00 AM TO 10:00 PM,"28.56741835,77.32057075","0120-6662463, 9810394785"
ColorPlus,"Solar Creations Pvt Ltd, S-43, First Floor, Inorbit Mall, Link Road, Malad(West), Mumbai, Maharastra - 400064",Maharashtra,Mumbai,400064,10:00 AM TO 10:00 PM,"19.1729281,72.8359056",9122-67100447
ColorPlus,"Shop No.9, Z Square Shopping, Block 16, The Mall, Kanpur- 208001, UP",Uttar Pradesh,Kanpur,208001,10:00 AM TO 10:00 PM,"26.47343535,80.35265154","0512-2302958, 9235462147"
ColorPlus,"Raymond Apparel Ltd,colorplus Shop No D,ist Floor, Fun Republic Mall Gomthi Nagar Lucknow,uttarpradesh - 226010,",Uttar Pradesh,Lucknow,226010,10:00 AM TO 10:00 PM,"26.85819707,80.97621904","0522 - 4007568, 9935507739"
The Raymond Shop,"Arya Nagar, Purana Bus Stand, barhalgang, Gorakhpur-273402, Up",Uttar Pradesh,Gorakhpur,273402,10:30 AM TO 8:30 PM,"26.2888956,83.5040187",-
The Raymond Shop,"9-3-125, Mohinpura, Siddipet - 502 103, Tg",Telangana,Siddipet,502103,10:30 AM TO 8:30 PM,"18.1048969,78.8421433",08457-222224
The Raymond Shop,"Nilugal Complex, Gun Circl, Hubli-Hospet Road, Koppal-583231, Kt",Karnataka,Koppal,583231,10:30 AM TO 8:30 PM,"15.3507843,76.1674394",-
The Raymond Shop,"Sec- 10 HBC, Faridabad-121 006, Haryana",Haryana,Faridabad,121006,10:30 AM TO 8:30 PM,"28.3767392,77.3252633",-
The Raymond Shop,"3/3/36, Sai Kripa Complex, above Hi Fashion, Near Parrakabganj, Faizabad, Uttar Pradesh 224001",Uttar Pradesh,Faizabad,224001,10:30 AM TO 8:30 PM,"26.7805681,82.1443127",-
ColorPlus,"4&5, First Floor, The West Plot No. 2&3, Ferozpur Road, Ludhiana - 141001, Punjab",Punjab,Ludhiana,141001,10:00 AM TO 10:00 PM,"30.88617301,75.78800226","161-4640014, 8968287744"
The Raymond Shop,"B R Jindal, Shopping Complex, M G Road,",Maharashtra,Jalna,431203,10:30 AM TO 8:30 PM,-,-
ColorPlus,"Colorplus, Shop No. F-7A, Brook Field Mall, Annupurp Krishnaswamy Rd., Coimbatore-641001",Tamil Nadu,Coimbatore,641001,10:00 AM TO 10:00 PM,"11.0099319,76.95701847",0422-2255522
ColorPlus,"M-43, Ground Floor, Greater Kailash Part I, New Delhi - 110048",Delhi,Newdelhi,110048,10:00 AM TO 10:00 PM,"28.55108642,77.23362041",011-64640176
The Raymond Shop,"215/45, KRISHNA  NAGAR, GOVARDHAN ROAD, MATHURA - 281 004, UP",Uttar Pradesh,Mathura,281004,10:30 AM TO 8:30 PM,"27.5004067,77.6557848",-
ColorPlus,"Shop No. F-33, First Floor, The Pacific Mall, Plot No.1, Sahibabad Industrial Area, Ghaziabad, UP-201010,",Uttar Pradesh,Ghaziabad,201010,10:00 AM TO 10:00 PM,"28.64646226,77.31927233","0120-4541743, 9899499114"
ColorPlus,"Shop No. 3, Ten 11 Building, Opposite Cargo Ford, Next to Union bank, C.G. Road,",Gujarat,Ahmedabad,380009,10:00 AM TO 10:00 PM,"23.026964842928326,72.55695210546781",079-40020022 09978445575
The Raymond Shop,"G -10, Pink Square Mall, Govind Marg, Rajapark, JaJaipur-302 004, Rajasthan",Rajasthan,Jaipur,302004,10:30 AM TO 8:30 PM,"26.9031809,75.8367426",-
ColorPlus,"Colorplus Fashions Ltd Shop No - 2, First Floor. C21 Mall, Scheme No.54, Pu4, A.B Road, Indore",Madhya Pradesh,Indore,452010,10:00 AM TO 10:00 PM,"22.7441207,75.8940231","0731-2575451, 9893045451"
ColorPlus,"Ral-Phoenix Market City, Velachery Main Road, Velachery, Chennai-600042",Tamil Nadu,Chennai,600042,10:00 AM TO 10:00 PM,"12.99212767,80.21465787",044-30083382
ColorPlus,"Solar Creations Pvt Ltd., F-17/18, H, Seawoods Ground Plot-R1, Sector 40, Seawood, Navi Mumbai-400706",Maharashtra,Navi-Mumbai,400706,10:00 AM TO 10:00 PM,"18.9737229,72.80572241","022 - 39684230, 7798499699"
ColorPlus,"F-37, Alpha One Mall, Nr. Vastrapur Lake, Ahmedabad-380054",Gujarat,Ahmedabad,380054,10:00 AM TO 10:00 PM,"23.04013383,72.5314659","079-40033637, 9974562461"
ColorPlus,"Shop No. 129, First Floor, Plot No. 178-178A, Elante Mall, Industrial Area Phase-1, Chandigarh - 160002, Chandigarh",Chandigarh,Chandigarh,160002,11:00 AM TO 9:30 PM,"30.705714744530777,76.80138703568183","0172-4666005, 9041227875"
ColorPlus,"Unit No: L3-35, B7, Nagarjun Punjagutta, Hyderabad-500082, Telangana",Telangana,Hyderabad,500082,10:00 AM TO 10:00 PM,"17.42907392,78.44807937",040-46478085
The Raymond Shop,"Backside Mishrana Chourah, Lakhimpur",Uttar Pradesh,Lakhimpur Kheri,262701,10:30 AM TO 8:30 PM,-,-
ColorPlus,"Unit-F8-P80, APJ Compound MIDC, Chikalthana, Aurangabad-431210, MH",Maharashtra,Aurangabad,431210,10:30 AM TO 8:30 PM,"19.87617893,75.37119103",-
ColorPlus,"Shop-G, Ground Floor, District Centre, Janakpuri, New Delhi - 110053",Delhi,Newdelhi,110053,10:00 AM TO 10:00 PM,"28.62977907,77.07804717",011-45651722
ColorPlus,"Unit No.Gf-09, Chakka Bye Eanchakkal,",Kerala,Thiruvanathapuram,695024,10:00 AM TO 10:00 PM,"8.4916931,76.9220933",-
The Raymond Shop,"Sco-53, Near Kessel Mall, Sector 17, Market, Kurukshetra-136118, Haryana",Haryana,Kurukhetra,136118,10:30 AM TO 8:30 PM,"29.9706171,76.8365483",-
ColorPlus,"Shop No-2, Plot No 673B,",Rajasthan,Jodhpur,342003,10:00 AM TO 10:00 PM,"26.274241,73.0069164",-
ColorPlus,"G-11,12, Rudraksha Mall, G.H.A.G.A.G., A-R8, G. S. R. Gawahati-781005, Assam",Assam,Guwahati,781005,10:00 AM TO 10:00 PM,"26.1573052,91.7952762",0361-254124
ColorPlus,"Shop No. FF 512, first Floor, Gaur City Mall, Sector 4, Greater Noida, Noida - 201301",Uttar Pradesh,Noida,201301,10.30 AM TO 9.30 PM,"28.60617489,77.42959712",9810394785
ColorPlus,"Shop No. 13, Ground Floor, Sardar Patel Marg, Civil Allahabad, Pin - 211001, Allahabad",Uttar Pradesh,Allahabad,211001,10:00 AM TO 10:00 PM,"25.45555884,81.83522646",0532-2260560
ColorPlus,"RAL-CP, NO.4, 75A, MAC PLAZDILA RAM CHOWK, RAJPUR ROAD, DEHRADUN-248001, UTTARANCHAL",Uttrakhand,Dehradun,248001,10:30 AM TO 8:30 PM,"30.3247864,78.04224709",0135 -2742888
Ethnix by Raymond,"L4 & L5, Bhasin Arcade, BMain road, Gorakhpur, JABALPUR - 482 001, MP",Madhya Pradesh,Jabalpur,482001,10.30 AM TO 9.30 PM,"23.1620072,79.9584397",-
ColorPlus,"RAL-CP, O.C-1/A, GREEN PARK, NEW DELHI-110016 DL",Delhi,Newdelhi,110016,10:30 AM TO 8:30 PM,"28.55451349,77.17750171",011-40610271
ColorPlus,"CP- Golmaheem Bild. Ground Floor, Sisa Golai, NH31A, GANGTOK-737101, SIKKIM",Sikkim,Gangtok,737101,10:00 AM TO 10:00 PM,"27.34103074,88.60554762",-
ColorPlus,"CP-shop no-4, Vintage Highschool, Opp-Brinjal Hospital, Poly HALDAWANI-263 129, Uttaranchal",Uttrakhand,Haldwani,263129,10:00 AM TO 10:00 PM,"29.2182644,79.5129767",-
ColorPlus,"Shop No 3, Ground Floor, R S Sayujya, A.Vidyanagar, Anand - 388120, GUJRAT",Gujarat,Anand,388120,10:30 AM TO 8:30 PM,"22.55006082,72.9288193",9594744488
ColorPlus,"Shop No. G-02, Ground Floor, N.P. Centre, New Dak Bunglow Road, Patna - 800001, Bihar",Bihar,Patna,800001,10:00 AM TO 10:00 PM,"25.61010616,85.13870934","9693411115, 9334279084"
ColorPlus,"Shop No. 4 Lower Ground, Narwal Bye Pass, Jammu - 180006, Jk",Jammu & Kashmir,Jammu,180015,10:00 AM TO 10:00 PM,"32.6923922,74.8945692","0191-246610, 9204209839"
The Raymond Shop,"19/B Survey 15/1, Hyder sho Gandipet mandal, Ranga Reddy Dist.-500 091, TELANGANA",Telangana,Rangareddy,500091,10:30 AM TO 8:30 PM,"17.3889258,78.3176276",-
ColorPlus,"RAL-CP, NH 7, Factory Outlet NH 7, Opp. Walmart, McDonalds, Kalyan Post Office, BATHINDA - 151101",Punjab,Bathinda,151101,10:30 AM TO 8:30 PM,"30.22442392,75.0636362",9357500007
Ethnix by Raymond,"House No-2753, Main Road, Kankarbagh, PATNA-800020, BIHAR",Bihar,Patna,800020,10.30 AM TO 9.30 PM,"25.60344977,85.1517312",-
Ethnix by Raymond,"397, L/A, 2nd Floor, Model Town Prakash Nagar Road, JALANDHAR-144003, PUNJAB",Punjab,Jalandhar,144003,10.30 AM TO 9.30 PM,"31.30552517,75.57685502",9814064761
ColorPlus,"Shop No.- 34/35, Ground Floor, Citi Centre Mall, RAIPUR-492001, CHHATTISGARH",Chattisgarh,Raipur,492001,10.30 AM TO 9.30 PM,"21.25523587,81.64633215",9479067000
ColorPlus,"Shop Number 6, NH9 Factory Outlet, Near GD Goenka School, Sirsa, Haryana 125055",Haryana,Sirsa,125055,10.30 AM TO 9.30 PM,"29.52627165,75.12812113",-
ColorPlus,"Rama Magneto Mall, Deen Shrikant Verma Road, Bilaspur-495005, CHATTISGARH",Chattisgarh,Bilaspur,495005,10.30 AM TO 9.30 PM,"22.0722337,82.14843375",-
ColorPlus,"Shop-F14, Phoenix United, First Floor, LUCKNOW-226 005, UP",Uttar Pradesh,Lucknow,226005,10:00 AM TO 10:00 PM,"26.79859747,80.89467083",-
ColorPlus,"Shop No 7-114&115, 80 Ft Road, HSR layout, Bangalore-560 010, KT",Karnataka,Bangalore,560010,10:00 AM TO 10:00 PM,"12.9849815,77.553344",-
ColorPlus,"505, L Orange Square, Prakash Nagar Road, Model, Jalandhar-144003",Punjab,Jalandhar,144003,10:00 AM TO 10:00 PM,"31.30792454,75.57926302",0181-4600654
ColorPlus,"RAL-CP-GOLDEN AVENUE, 266 Brough Road, ERODE - 638001, TN",Tamil Nadu,Erode,638001,10:00 AM TO 10:00 PM,"11.34014988,77.72483552",-
The Raymond Shop,"1, Shop No.Ff-02, Crown Interiorz Mall, Faridabad-121003, Haryana",Haryana,Faridabad,121003,10:30 AM TO 8:30 PM,"28.469675,77.307363",-
ColorPlus,"A-16, CITY WALK MALL, Ground Floor, Residency Road, SRINAGAR - 190001, J&K",Jammu & Kashmir,Srinagar,190001,10:30 AM TO 8:30 PM,"34.07256478,74.81713666",9811430373
Ethnix by Raymond,"93, Crown plaza, Vaishali Nagar, Jaipur-302021, RAJASTHAN",Rajasthan,Jaipur,302021,10.30 AM TO 9.30 PM,"26.91172959,75.74074783",7737060607
ColorPlus,"RAL-CP, SCO NO.2, RANI IND BHUPINDRA ROAD, 22 NO. PHATA, PATIALA - 147001, PUNJAB",Punjab,Patiala,147001,10:30 AM TO 8:30 PM,"30.34556986,76.39543838",0175-5007263
ColorPlus,"F-03A, North SKY ZONE, HIGH STREET PHOENIX, S.B. Marg, LOWER PAREL, MUMBAI-400013",Maharashtra,Mumbai,400013,10:30 AM TO 8:30 PM,"18.99471661,72.82452203","022-24964464, 7021374516"
ColorPlus,"80, Waltair Road, Ramnagar, Sripuram, Opp. Waltair Club VISAKHAPATNAM-530003",Andhra Pradesh,Vishakhapattanam,530003,10:30 AM TO 8:30 PM,"17.73149791,83.33437007",9246626030
The Raymond Shop,"Marwari Mohalla, Sadar Bazar, Jamalpur, Munger-811 214, BIHAR",Bihar,Munger,811214,10:30 AM TO 8:30 PM,"25.3127879,86.4906749",-
ColorPlus,"RAL-CP, NEAR CANARA BANK, 5706, THE MALL, BHATINDA-151001, PUNJAB",Punjab,Bathinda,151001,10:30 AM TO 8:30 PM,"30.20963743,74.88898017",0164-5000143
Ethnix by Raymond,"2-5-746, Subedari, Opp. Arts and Science College, WARANGAL- 506001,TELANGANA",Telangana,Warangal,506001,10.30 AM TO 9.30 PM,"17.99614632,79.54593233",-
ColorPlus,"Shop No.- 57 Vr Mall - Chennai Jawaharlal Nehru Rd, Anna Chennai - 600040, Tamil Nadu",Tamil Nadu,Chennai,600040,10:00 AM TO 10:00 PM,"13.08099835,80.19680501",-
Ethnix by Raymond,"757/D-2, 1st Floor, Main Road, Near Sujata Cinema,, G.P.O RANCHI, RANCHI, Jharkhand 834001",Jharkhand,RANCHI,834001,10.00 AM TO 9.00 PM,"23.36437327183739,85.32300220630549",-
ColorPlus,"Shop No Ff 24, B Wing, Trilium Mall, Circular Road, Amritsar-143001, Punjab",Punjab,Amritsar,143001,10:00 AM TO 10:00 PM,"31.658722,74.8789951","0183-5044413, 9415216531"
ColorPlus,"7, City quare Complex, Ambala-Chandigarh Highway, Zirakpur-140603, PUNJAB",Punjab,Zirakpur,140603,10:00 AM TO 10:00 PM,"30.632055,76.8232224",0172-5071245
ColorPlus,"RAL-CP, CARNIVAL COMPLEX, LUDHIANA - 141001, PB",Punjab,Ludhiana,141001,10:30 AM TO 8:30 PM,"30.90921839,75.83967617",0161- 5012474
The Raymond Shop,"Shaukat Ali Road, Near Afroz miya ki Kothi, Rampur-244 901, UP",Uttar Pradesh,Rampur,244901,10:30 AM TO 8:30 PM,"28.7936309,79.0222809",-
Ethnix by Raymond,"Plot No 75, 3rd Block , Opp11th Main Road, Jayanagar, Bengaluru-560 011",Karnataka,Bangalore,560011,10.30 AM TO 9.30 PM,"12.9342625,77.5827774",-
ColorPlus,"No. 1 F-107, Sarath's City Capital, Gachibowli - Miyapur Rd, Hyderabad-500084, Telangana",Telangana,Hyderabad,500084,10:00 AM TO 10:00 PM,"17.45771787,78.36173396",-
ColorPlus,"South City Projects Kolkata 375, Prince Anwar Shah Road, Kolkata 700068",West Bengal,Kolkata,700068,10:00 AM TO 10:00 PM,"22.501714,88.3617386",033-40066650
Ethnix by Raymond,"Plot-5, Upper Basement, Opp-S.P. Residence, Delhi, HISAR-125 001, HARYANA",Haryana,Hissar,125001,10.30 AM TO 9.30 PM,"29.1491875,75.7216527",-
ColorPlus,"Shop No. 3, The Mall, Mall Road, SHIMLA-171001, Himachal Pradesh",Himachal Pradesh,Shimla,171001,10.30 AM TO 9.30 PM,"31.10565577,77.16187387",9872689992
Ethnix by Raymond,"38, Malviya Nagar, Lower T.T. Nagar, BHOPAL-462003, MP",Madhya Pradesh,Bhopal,462003,10.30 AM TO 9.30 PM,"23.23883262,77.40124527",-
ColorPlus,"West End Mall, Unit-Hg 27, Shop No.- 169/1Dp Road, Sector-1, Aundh, Pune - 411007, MH",Maharashtra,Pune,411007,10:00 AM TO 10:00 PM,"18.56286474,73.80671964",020-27207449
ColorPlus,"Providence Mall-Shop No-2, Venkata Subha Reddiav Sal, Puducerry-605001",Pondicherry,Pondicherry,605001,10:00 AM TO 10:00 PM,"11.929175,79.820007",-
ColorPlus,"P And M Mall, 2nd Floor, Patliputra, Patna - 800013 Bihar",Bihar,Patna,800013,10:00 AM TO 10:00 PM,"25.63427671,85.10638323",
ColorPlus,"SHOP-FF9, City Centre Mall, G.S.Road, GUWAHATI - 781005, ASSAM",Assam,Guwahati,781005,10:30 AM TO 8:30 PM,"26.15462778,91.78132869",9800866228
ColorPlus,"E-13, Basement And Ground Floor, NDSE-II, New Delhi - 110049",Delhi,Newdelhi,110049,10:00 AM TO 10:00 PM,"28.57223465,77.22029042","011-46052740, 9990101971"
The Raymond Shop,"Bazarpara, Ward No.18, P.O.Raghunathganj, District-Murshidabad - 742 225",West Bengal,Murshidabad,742225,10:30 AM TO 8:30 PM,"24.4621105,88.0657209",-
Ethnix by Raymond,"Ground Floor, House No. 11, Sanjay Gandhi Transport, Lajpat Nagar - 110024, Delhi",Delhi,Delhi,110024,10.30 AM TO 9.30 PM,"28.74466571,77.149321",9971476858
The Raymond Shop,"Deviganj Road, Ambikapur, Raipur, Chattisgarh 497001",Chattisgarh,Raipur,497001,10:30 AM TO 8:30 PM,-,-
ColorPlus,"Shop No. 4, Natarang Mansi Main Road, Bistupur, Jamshedpur-831001, Jharkhand",Jharkhand,Jamshedpur,831001,10:00 AM TO 10:00 PM,"22.79268339,86.1839658",-
Ethnix by Raymond,"91, Scheme No 114, A.B Road, Indore - 452 001, MP",Madhya Pradesh,Indore,452001,10.30 AM TO 9.30 PM,"22.7676272,75.9006844",-
The Raymond Shop,"540, GURUKUL ROAD, OPP RAILWAY STATION,",Madhya Pradesh,Khurai,470117,10:30 AM TO 8:30 PM,-,-
The Raymond Shop,"8A, Anand Vaibhav  Opp. Shree Shivaji Mandir,  Next to Plaza Cinema,  N C Kelkar Road, Dadar, Mumbai - 400028, Maharashtra",Maharashtra,Mumbai,400028,10:30 AM TO 8:30 PM,"19.02293627,72.84245754",9820044550
ColorPlus,"Shop No:- F003, First Floor, Nucleus Mall, Circular Road, Ranchi- 834001",Jharkhand,Ranchi,834001,10:00 AM TO 10:00 PM,"23.37601453,85.33191729","0651-2563315, 9821763961"
ColorPlus,"Unit-18, The Crossroad Mall, Station Road, Opp-Railway Station, ROURKELA-769001, ODISHA",Orissa,Rourkela,769001,10:30 AM TO 8:30 PM,"22.22704702,84.86384553",9831199960
ColorPlus,"Unit No. F-62, First Floor, Prozone Mall, Coimbatore - 641035, Tamil Nadu",Tamil Nadu,Coimbatore,641035,10:00 AM TO 10:00 PM,"11.05557144,76.99400231",0422-6628367
ColorPlus,"Shop F-123, Vegas Mall, 1st Floor, Pocket-1, Dwarka-110078, NEW DELHI",Delhi,Delhi,110078,10:30 AM TO 8:30 PM,"28.60092636,77.02955054",9999774218
ColorPlus,"10-Nageswaran Road, T. Nagar, Opp-Panagal Park, Chennai-600017, Tamil Nadu",Tamil Nadu,Chennai,600017,10:00 AM TO 10:00 PM,"13.04094981,80.23289006",044-24343434
ColorPlus,"Santham Complex, Saradha College Road, Salem-635016, Tamil Nadu",Tamil Nadu,Salem,635016,10:00 AM TO 10:00 PM,"11.67742317,78.13828806",-
Ethnix by Raymond,"Shop No 2 and 23, A D Mal, Vijay Chowk, PURDKPUR, Gorakhpur-273 001, UP",Uttar Pradesh,Gorakhpur,273001,10.30 AM TO 9.30 PM,"26.7564822,83.366649",9523472979
ColorPlus,"G-7, Ground Floor, Orion Mall, Bungalow No. 8/96, Gorakhpur - 273008, UP",Uttar Pradesh,Gorakhpur,273008,10.30 AM TO 9.30 PM,"26.74984539,83.39840832",9005003333
ColorPlus,"RAL-CP-Shop, Seaport airport, next to Naipunnya Public School, KOCHI-682021, Kerala",Kerala,Kochi,682021,10:30 AM TO 8:30 PM,"10.03274491,76.33388559",9847341080
ColorPlus,"Studio 72, Sharma Building, Mirza Ismail Road, Jaipur-302001, Rajasthan",Rajasthan,Jaipur,302001,10:30 AM TO 8:30 PM,"26.91654709,75.81196028",-
Ethnix by Raymond,"H.No. 582-2-9, M.G.Road, INDORE-452001, MP",Madhya Pradesh,Indore,452001,10.30 AM TO 9.30 PM,"22.72315166,75.88274715",9981230492
The Raymond Shop,"Shop No. 150/151,  G D Complex,  Opp. RTC Bus Stand,  Main Road,, Kavali - 524201, Andhra Pradesh",Andhra Pradesh,Kavali,524201,10:30 AM TO 8:30 PM,"14.909702217295363,79.99199085396799",-
The Raymond Shop,"GF 02, Nilamber Primero, Bansal Mall Road, Vasna, Vadodara-390 015, Gujarat",Gujarat,Vadodara,390015,10:30 AM TO 8:30 PM,"22.3036886,73.1381666",-
The Raymond Shop,"01, Ram Nagar,",Madhya Pradesh,Devas,455001,10:30 AM TO 8:30 PM,-,-
The Raymond Shop,"Near Pusad Urban Bank, Mondha Road, Basmatnagar, Hingoli-431 512, Mh",Maharashtra,Hingoli,431512,10:30 AM TO 8:30 PM,"19.3301963,77.1589479",-
The Raymond Shop,"Plot No.8, Survey no.88/1, opp. Shevantabai Mangal Karyalay, Sillod Bhokardan Rd, Sillod 431 112 MH",Maharashtra,Sillod,431112,10:30 AM TO 8:30 PM,"20.2951577,75.6610036",-
The Raymond Shop,"15-31/17, 18, 19, 20 Ground Opp Market Yard, Nagarkurnool-509 209, TELANGANA",Telangana,Nagarkurnool,509209,10:30 AM TO 8:30 PM,"16.4737724,78.3336414",-
The Raymond Shop,"50-G-BLOCK, Goshala Road, Sri Ganganagar",Rajasthan,Shri Ganganagar,335001,10:30 AM TO 8:30 PM,-,-
The Raymond Shop,"Near Hotel Harsha, Bhatta Bazar, Purnea-854 301, Bihar",Bihar,Purnia,854301,10:30 AM TO 8:30 PM,"25.7736144,87.4779269",-
The Raymond Shop,"Near LIC Office,  Reva Road, Saraiya Kothi - 843126, Bihar",Bihar,Saraiya Kothi,843126,10:30 AM TO 8:30 PM,"26.07940659454485,85.19931626931199",9939017916
The Raymond Shop,"Near Police Station, Main Road, Nalanda, Hilsa - 801302, Bihar",Bihar,Hilsa,801302,10:30 AM TO 8:30 PM,"25.31292808780652,85.27412925396801",-
ColorPlus,"Shop No.- 25, Purshottam Market, Nr. Dr. Mogga Hospital, Karnal-132001, HARYANA",Haryana,Karnal,132001,10.30 AM TO 9.30 PM,"29.69210583,76.9929396",9813100009
The Raymond Shop,"5-3-678, NH ROAD,",Telangana,Kamareddy,503111,10:30 AM TO 8:30 PM,-,-
The Raymond Shop,"Shop no 11,12,111,112, New Ward no 1, Maktampur Road, BHARUCH-392 001, GJ",Gujarat,Bharuch,392001,10:30 AM TO 8:30 PM,"21.7078109,73.0103649",-
The Raymond Shop,"11(7), S. N. Banerjee Road, Barrackpore, North 24 Parganas-700 120",West Bengal,North24Parganas,700120,10:30 AM TO 8:30 PM,"22.7623439,88.3641982",-
The Raymond Shop,"In front of Radio Colony, Panna Naka, Chhatarpur-471 001, MP",Madhya Pradesh,Chhatarpur,471001,10:30 AM TO 8:30 PM,"24.8925067,79.6000591",-
The Raymond Shop,"GF-01, Vinayak Commercial, Near Hotel Park, Junagadh VERAVAL-362 265, GJ",Gujarat,Veraval,362265,10:30 AM TO 8:30 PM,"20.934537,70.351827",-
The Raymond Shop,"Dsc Clothing, City Center, Upper Ground, shop No 3,5,6, Govindbagh, balrampur 271201 UP",Uttar Pradesh,Gorakhpur,271201,10:30 AM TO 8:30 PM,"27.4307473,82.1805203",-
The Raymond Shop,"Teen Pulva Chowk,  Near Axis Bank, Lalganj - 844121, Bihar",Bihar,Lalganj,844121,10:30 AM TO 8:30 PM,"25.773185529418335,85.069069569312",-
The Raymond Shop,"555, 9th Cross, JP Nagar, Near Bannerghatta Road,  Mini Forest, Bangalore-560078",Karnataka,Bangalore,560078,10:30 AM TO 8:30 PM,"12.9116185,77.5986986",-
The Raymond Shop,"4-407-2-1 Near RTC Bus Stand,  Madanapalle, Madanapalle - 517325, Andhra Pradesh",Andhra Pradesh,Madanapalle,517325,10:30 AM TO 8:30 PM,"13.557697549102587,78.49002505396801",-
The Raymond Shop,"Busyland Complex, Shop No166, Nagpur Road, Amravati-444901 MH",Maharashtra,Amravati,444901,10:30 AM TO 8:30 PM,"20.9319821,77.7523039",-
The Raymond Shop,"126, SUBHASH WARD,",Madhya Pradesh,Harda,461331,10:30 AM TO 8:30 PM,-,-
The Raymond Shop,"Plot no 389, Patia, Bhubaneshwar, Khordha-751 024, ODISHA",Orissa,Bhubhaneshwar,751024,10:30 AM TO 8:30 PM,"20.3514984,85.8229464",-
Ethnix by Raymond,"20, Land bearing No.20 (old New Delhi South Extension) New Delhi -110020",Delhi,Newdelhi,110020,10.30 AM TO 9.30 PM,"28.56955139,77.22107462",9971476858
Park Avenue,"Shop No. 140, 1st Floor, Elante Mall, Plot No. 178, Industrial Area Phase 1, Chandigarh-160002",Chandigarh,Chandigarh,160002,10.30 AM TO 9.30 PM,"30.70611209,76.8014501","0172-4080062, 9811142691"
Ethnix by Raymond,"Shop No.A1, Gr.floor, Kessel MAll, Kurukshetra-136 118, Haryana",Haryana,Kurukhetra,136118,10.30 AM TO 9.30 PM,"29.9706171,76.8365483",9871793574
